==================================================
EXECUTABLE UNALTERED RAW AUDIT REPORT (ATTEMPT 03)
PROTOCOL: FROZEN v1.4 (Commit: 52f914d5ffe90d37fd6ff43d1db4c366fa19406245619a5b6d06e653383736d3)
TARGET SCOPE: REAL BLOCKCHAIN BLOCKS 1 TO 10000
==================================================

HEIGHT: 1 | HASH: 00000000839a8e6886ab5951d76f411475428afc90947ee320161bbf18eb6048 | V_OBS: 00000001 | RESULT: CONFORMING
HEIGHT: 3676 | HASH: 000000009a859f6db2955ac571e9b320c19a4ac1ba73f94ab79ca79543a22423 | V_OBS: 00000e5c | RESULT: CONFORMING
HEIGHT: 3677 | HASH: 0000000015e6b0753eec00c8e94641af31c1d1ff30b7fd3f85f63ecbe4899309 | V_OBS: 00000e5d | RESULT: CONFORMING
HEIGHT: 3678 | HASH: 000000004d8cdd05c89e82f51ee2bb2463ea05152374f5b921e0ac155f3bbc33 | V_OBS: 00000e5e | RESULT: CONFORMING
HEIGHT: 3679 | HASH: 00000000b4084833e0ceda3f602715cb3ad585a54b62c8518da59c798cca2b22 | V_OBS: 00000e5f | RESULT: CONFORMING
HEIGHT: 3680 | HASH: 000000005faba57d8e35576feebf6da2c722ebe01add85d153eceef65d113bbd | V_OBS: 00000e60 | RESULT: CONFORMING
HEIGHT: 3681 | HASH: 0000000034c400b55803d8a309ad1857babaa2744d33b358d3eb4813bd7479d7 | V_OBS: 00000e61 | RESULT: CONFORMING
HEIGHT: 3682 | HASH: 0000000068181c6b3a7519ee5e802182d5e34ce3bc7559a3aefb8ac1d3b3593a | V_OBS: 00000e62 | RESULT: CONFORMING
HEIGHT: 3683 | HASH: 000000000cdaa5c7ae31ba17a5e8be2a5db1fd43fbea695badc1e2f214109fc5 | V_OBS: 00000e63 | RESULT: CONFORMING
HEIGHT: 3684 | HASH: 00000000f3a7e456b51749be01e270b92169b6bd4c749f6eaa5368674a2c0943 | V_OBS: 00000e64 | RESULT: CONFORMING
HEIGHT: 3685 | HASH: 00000000c76886800119356a3a8c171c2f1d97d99b7660eb4a86b0f20813f286 | V_OBS: 00000e65 | RESULT: CONFORMING
HEIGHT: 3686 | HASH: 00000000737c1be4e7fd99a8c655155da5bd6391180db40274b80a1b8ac86b16 | V_OBS: 00000e66 | RESULT: CONFORMING
HEIGHT: 3687 | HASH: 0000000066a1eb72e707907ddb8e87289f560f02f0fa1115423f265eb9e4af11 | V_OBS: 00000e67 | RESULT: CONFORMING
HEIGHT: 3688 | HASH: 00000000dac8876c05079a2f2d81805176a3d1e1a2070bf33b6d13e0c32bc140 | V_OBS: 00000e68 | RESULT: CONFORMING
HEIGHT: 3689 | HASH: 0000000037f12d75121cc5298f6022c2065d5eec52ccb89274d63a4b193a5838 | V_OBS: 00000e69 | RESULT: CONFORMING
HEIGHT: 3690 | HASH: 0000000045aa6a048c0d044dd512b2af8c29dde9138f8e14a47462d7b2709099 | V_OBS: 00000e6a | RESULT: CONFORMING
HEIGHT: 3691 | HASH: 00000000002da740422f8440842789b5ebad366c5f3bc14fdd337b0137c2f64d | V_OBS: 00000e6b | RESULT: CONFORMING
HEIGHT: 3692 | HASH: 00000000736b52623b3ddd90c430f09c9d327312de52f7bb0620bb6b16dc60e0 | V_OBS: 00000e6c | RESULT: CONFORMING
HEIGHT: 3693 | HASH: 00000000356840a5eaeb405add83f1680acd84995aace8b73bced401cd9f3bf3 | V_OBS: 00000e6d | RESULT: CONFORMING
HEIGHT: 3694 | HASH: 000000007fc0098e6a824cc1c123e5e30c93aef9cf326a4b698ae480cbf33d67 | V_OBS: 00000e6e | RESULT: CONFORMING
HEIGHT: 3695 | HASH: 000000001a0e5253cc5c4f6d6dc01f6747db89d09cc3e145c5f08aac8b6f1c11 | V_OBS: 00000e6f | RESULT: CONFORMING
HEIGHT: 3696 | HASH: 00000000495880ab5f8ee361a533c994bf3b1ba32ba4dbd614fcc2b0cc176cae | V_OBS: 00000e70 | RESULT: CONFORMING
HEIGHT: 3697 | HASH: 00000000e3cc3d4326572548fe57175e6ebc14ebf754fbd3853949295a59be5f | V_OBS: 00000e71 | RESULT: CONFORMING
HEIGHT: 3698 | HASH: 0000000045edaa2bbae4739af6967c9c040e13d724d65b03c6bf4b8e10a193bf | V_OBS: 00000e72 | RESULT: CONFORMING
HEIGHT: 3699 | HASH: 000000000633e3f07b42ad30959b9bc749e8694d54f4bec4b3ca8ffc2f149ab6 | V_OBS: 00000e73 | RESULT: CONFORMING
HEIGHT: 3700 | HASH: 000000004bd777601f57ff9e14e9c0514ac7276f6377cadcbd645b3538ff0778 | V_OBS: 00000e74 | RESULT: CONFORMING
HEIGHT: 3701 | HASH: 00000000499e6745c0ea90d783c0f1f8aa72cfc893d7760d5973c3d6446fdffb | V_OBS: 00000e75 | RESULT: CONFORMING
HEIGHT: 3702 | HASH: 00000000a6f18459cead090300dd0008dc92ecad69a6cee7b2b3beed440f8e3f | V_OBS: 00000e76 | RESULT: CONFORMING
HEIGHT: 3703 | HASH: 00000000d6a4c77ab0494608ceed5833ac38637aef3195ccd5d5c7720494c873 | V_OBS: 00000e77 | RESULT: CONFORMING
HEIGHT: 3704 | HASH: 000000008e4f1a8734470e080329cbc5c24c53c3694fe24f6ef5bdcedcf61ef4 | V_OBS: 00000e78 | RESULT: CONFORMING
HEIGHT: 3705 | HASH: 00000000a7b6c6a63b804d2a114c24b0f10ff37a66327ce0a22f27e5e444dde2 | V_OBS: 00000e79 | RESULT: CONFORMING
HEIGHT: 3706 | HASH: 00000000a63a6443c2e703b45f7d0c2d5e29cf8791c3ffc54b51e6919a76d5a3 | V_OBS: 00000e7a | RESULT: CONFORMING
HEIGHT: 3707 | HASH: 0000000008b62f1611b52ce34909cac338ece6a1e834d40cc36104061aa3cb49 | V_OBS: 00000e7b | RESULT: CONFORMING
HEIGHT: 3708 | HASH: 00000000a8e7aed2aed2367a93a04da1e17137561d0d4978c311818313555bd8 | V_OBS: 00000e7c | RESULT: CONFORMING
HEIGHT: 3709 | HASH: 000000002e6bbcd200647b12b41205f239422f82c02f8609b025fbd0ae10022c | V_OBS: 00000e7d | RESULT: CONFORMING
HEIGHT: 3710 | HASH: 000000004d9eda70935ac812bf5f86580291cf560176e80bfe9398b6b84663fb | V_OBS: 00000e7e | RESULT: CONFORMING
HEIGHT: 3711 | HASH: 000000000b1a9f53dbba21a32e8de0ca34af76c4d47cd67339d9dc71420b3be2 | V_OBS: 00000e7f | RESULT: CONFORMING
HEIGHT: 3712 | HASH: 000000000b37c373c102a48f5b324b172ad468556ede039aa6fa53a941a3dc55 | V_OBS: 00000e80 | RESULT: NON-CONFORMING
HEIGHT: 3713 | HASH: 000000000e73539ebd15eee803b650ee11a06e053ad9883087679c8b8208e3c0 | V_OBS: 00000e81 | RESULT: CONFORMING
HEIGHT: 3714 | HASH: 00000000cc10a4185aa42624cfd522de59e3056bb75acc1ddb44804c4acf899e | V_OBS: 00000e82 | RESULT: CONFORMING
HEIGHT: 3715 | HASH: 000000008cc7e8cbbe0ef44f5b9a5f042910fd63c68d274f5bf4a35e7e2363e2 | V_OBS: 00000e83 | RESULT: CONFORMING
HEIGHT: 3716 | HASH: 00000000f2dbd8de7bf05c99d077ab6776af0f3e1ebc2eb81af1e9141a2f3bc5 | V_OBS: 00000e84 | RESULT: CONFORMING
HEIGHT: 3717 | HASH: 00000000b66417484fd7a626fe5a52b52058927bd6dde3878b5a9523082f0c1c | V_OBS: 00000e85 | RESULT: CONFORMING
HEIGHT: 3718 | HASH: 00000000d5efff7b3c1ec4fe30cbbab4bcff066729a6e2bb74289541690e83d8 | V_OBS: 00000e86 | RESULT: CONFORMING
HEIGHT: 3719 | HASH: 00000000eda2208783eeb550a24e889bde6994d7c8ab42d8d32af63a89e07a77 | V_OBS: 00000e87 | RESULT: CONFORMING
HEIGHT: 3720 | HASH: 00000000ec9d446cbfc11b5f2a99c5cb3dfe3aadcd981bdd48c8defc8edafa9e | V_OBS: 00000e88 | RESULT: CONFORMING
HEIGHT: 3721 | HASH: 000000004796ee4b29ae0eccbb9b25ea01fa666b07ecd7cb668e2e276f290da1 | V_OBS: 00000e89 | RESULT: CONFORMING
HEIGHT: 3722 | HASH: 000000006aad5307c628651384ba5681c0884e95111d351980c48506f5b8febf | V_OBS: 00000e8a | RESULT: CONFORMING
HEIGHT: 3723 | HASH: 000000008498ecc2e3644175966e834f443acd4983e70705ae42cae42ccf3a9f | V_OBS: 00000e8b | RESULT: CONFORMING
HEIGHT: 3724 | HASH: 000000009026a4ea47dd7bec1240eb64e764a818741b6a7252a4b5c1fe6a8ddd | V_OBS: 00000e8c | RESULT: CONFORMING
HEIGHT: 3725 | HASH: 000000007bd5acbd179c42f7f53e4b2f1e6b9b0b9b7902d8aacae3dcf38e2b17 | V_OBS: 00000e8d | RESULT: CONFORMING
HEIGHT: 3726 | HASH: 000000001149e5af7203aff3b19ef76b86360299ca5bb983cbf71dd3134c0385 | V_OBS: 00000e8e | RESULT: CONFORMING
HEIGHT: 3727 | HASH: 0000000022178de496b8a0b02235e0c59fe24470964a7c2349799fb3dd42e413 | V_OBS: 00000e8f | RESULT: CONFORMING
HEIGHT: 3728 | HASH: 000000001c9490ebd8efeaa0a14bcc21eac05f50df19c813b0b089553138b38e | V_OBS: 00000e90 | RESULT: CONFORMING
HEIGHT: 3729 | HASH: 00000000e842d16c69458d69190623dcf5e19561610bd929ff26600e1562e8e3 | V_OBS: 00000e91 | RESULT: CONFORMING
HEIGHT: 3730 | HASH: 00000000ffb5c4a6443b79634c8e23a59c6bcd9f6b85618720d067351938330f | V_OBS: 00000e92 | RESULT: CONFORMING
HEIGHT: 3731 | HASH: 00000000cb1c22741ba540401093d764c25ff8890e84b04ac0dbd220b70a16ec | V_OBS: 00000e93 | RESULT: CONFORMING
HEIGHT: 3732 | HASH: 000000002a2e8a8dfef9e054dea516f06e5010cfd8fa678357383bcabfdb7ce3 | V_OBS: 00000e94 | RESULT: CONFORMING
HEIGHT: 3733 | HASH: 000000005b9d0c1d6943d62ce547a4da9dfd7c44509ce1c97085d17c8ae1e835 | V_OBS: 00000e95 | RESULT: CONFORMING
HEIGHT: 3734 | HASH: 00000000d200608f487047118bc3385726282bb1f8c90b294c05b82d8f4b7875 | V_OBS: 00000e96 | RESULT: CONFORMING
HEIGHT: 3735 | HASH: 00000000e3b97d7ff73c241c80e944cd2c02c8c7a1113613f4de897f05ea1ab9 | V_OBS: 00000e97 | RESULT: CONFORMING
HEIGHT: 3736 | HASH: 0000000027336d05f71dafded78f82e8b69ec8225bb22dca8585d32c66f3b50a | V_OBS: 00000e98 | RESULT: CONFORMING
HEIGHT: 3737 | HASH: 00000000d055e68feb63c60221a67acf27b3bba1527061c2bb53bce1823b67ad | V_OBS: 00000e99 | RESULT: CONFORMING
HEIGHT: 3738 | HASH: 000000002d82116556d7582f67462dab1cbd5b1d89d848d994a556375c778dc7 | V_OBS: 00000e9a | RESULT: CONFORMING
HEIGHT: 3739 | HASH: 000000004732f54e2718f23c72e575af30a0a37dd29043598f80174fe94748a5 | V_OBS: 00000e9b | RESULT: CONFORMING
HEIGHT: 3740 | HASH: 00000000c30f126ab07ae834ed7c81a407a6f1b09eac018f2c893ff8fc6bed02 | V_OBS: 00000e9c | RESULT: CONFORMING
HEIGHT: 3741 | HASH: 000000001e78996ae728f51e5ac241a15568866d172c58f2e0b83da7351eae19 | V_OBS: 00000e9d | RESULT: CONFORMING
HEIGHT: 3742 | HASH: 00000000fd74ee2b5ff4395464233201366cb8af9e10355e4efa28d18c2b47d1 | V_OBS: 00000e9e | RESULT: CONFORMING
HEIGHT: 3743 | HASH: 000000009c4bacf50796678212b8d67862c18edcc2eaae60dde48b2a7c942e7f | V_OBS: 00000e9f | RESULT: CONFORMING
HEIGHT: 3744 | HASH: 000000008ea476b202fa107edb506764bba5b0e62b1f174b45ae2fdcc3e7ecc8 | V_OBS: 00000ea0 | RESULT: CONFORMING
HEIGHT: 3745 | HASH: 00000000d5d9a5d0a710308c7025213bcacc1a2c6174fe5b6a01704fb32846eb | V_OBS: 00000ea1 | RESULT: CONFORMING
HEIGHT: 3746 | HASH: 000000000dd4a634df47e4b8c25c1b073a147de04978d7b1fe2fe05505ebce39 | V_OBS: 00000ea2 | RESULT: CONFORMING
HEIGHT: 3747 | HASH: 00000000025e584d0a4a911efe0ec9b6cfdf44fa8237fc9e0369a34231d345ef | V_OBS: 00000ea3 | RESULT: CONFORMING
HEIGHT: 3748 | HASH: 000000009e1f72da8ae4fa500bb2ab8263b11693bb45218b34f929ab6382a96a | V_OBS: 00000ea4 | RESULT: CONFORMING
HEIGHT: 3749 | HASH: 00000000cf1cffad01fed65488aa1b57ae39ff04c38423dc254c54c52655344e | V_OBS: 00000ea5 | RESULT: CONFORMING
HEIGHT: 3750 | HASH: 000000005385b476e5d824f0f2b1aaed1ca92b2a24cf0572d6ec940b6e041548 | V_OBS: 00000ea6 | RESULT: CONFORMING
HEIGHT: 3751 | HASH: 000000006f0e0ed494f94a59d51acfc21fa2b6b0eafce7c0c55ee805082d065f | V_OBS: 00000ea7 | RESULT: CONFORMING
HEIGHT: 3752 | HASH: 0000000091806a63e416f9d9d8b15c5e19cda5a3f9c9976c092b925d9b64a19a | V_OBS: 00000ea8 | RESULT: CONFORMING
HEIGHT: 3753 | HASH: 00000000287dd763a76c2baf1eb09589c051c1487b6b055c9ca27b32b0eae333 | V_OBS: 00000ea9 | RESULT: CONFORMING
HEIGHT: 3754 | HASH: 00000000ca2d303cf8ae07e2866997d3e850a02153285a41f97a70c0b80d4d3e | V_OBS: 00000eaa | RESULT: CONFORMING
HEIGHT: 3755 | HASH: 00000000f9f6b574e33288b5108ab0cca00204d1c912ad540b4bab5d1284962e | V_OBS: 00000eab | RESULT: CONFORMING
HEIGHT: 3756 | HASH: 000000009ec913b0a987e2900fe8f4e9c0df653f52b97669ce1e170224d2a190 | V_OBS: 00000eac | RESULT: CONFORMING
HEIGHT: 3757 | HASH: 000000006360451efe3b091101f14ccf8a287983032e343bc8686d0768afa0d7 | V_OBS: 00000ead | RESULT: CONFORMING
HEIGHT: 3758 | HASH: 000000000c578a7795423d41cb2d808c756396bb26c55a2508a5248310b9ed66 | V_OBS: 00000eae | RESULT: CONFORMING
HEIGHT: 3759 | HASH: 00000000b32f6f394a320aa1ac05416d1b46425b968deb89f8df2ffdc797e5ab | V_OBS: 00000eaf | RESULT: CONFORMING
HEIGHT: 3760 | HASH: 00000000aac4cf11a6fb1333f307ee73c952c792c82a367dd9e969163a6918d6 | V_OBS: 00000eb0 | RESULT: CONFORMING
HEIGHT: 3761 | HASH: 0000000056148eea238db812a1be509afbd57bbb73ec88f96658e19ba5aff564 | V_OBS: 00000eb1 | RESULT: CONFORMING
HEIGHT: 3762 | HASH: 00000000c90d5d76605c4c03d6cb579490be0148a363f51de19faad5a454fee8 | V_OBS: 00000eb2 | RESULT: CONFORMING
HEIGHT: 3763 | HASH: 0000000037109c2a4d0771a77b54201170b19bf94ff637b6d411c7033c5bf11a | V_OBS: 00000eb3 | RESULT: CONFORMING
HEIGHT: 3764 | HASH: 00000000c0bf6007d5af84697bad7137aab976ed5a3c191e909107e2d28abb5b | V_OBS: 00000eb4 | RESULT: CONFORMING
HEIGHT: 3765 | HASH: 00000000c76a3aab3e1a1801bc2eaa1d200fdd141bd9011c0f1cbc6240e99fe7 | V_OBS: 00000eb5 | RESULT: CONFORMING
HEIGHT: 3766 | HASH: 000000008fe22c5631b4b4e225e949791181097e7011ff5e43d6f298ea222fbf | V_OBS: 00000eb6 | RESULT: CONFORMING
HEIGHT: 3767 | HASH: 00000000eb917938b4212a1bc3038d10e81c32f3fc73943abc6f2ce7a8da1443 | V_OBS: 00000eb7 | RESULT: CONFORMING
HEIGHT: 3768 | HASH: 00000000432a04e16b4fb9a800d6aa11f4154a8f006e43ca782aef4aeb83e198 | V_OBS: 00000eb8 | RESULT: CONFORMING
HEIGHT: 3769 | HASH: 00000000799c4091c99e647251d117616bc7f30db3ef67064cf9905c58577319 | V_OBS: 00000eb9 | RESULT: CONFORMING
HEIGHT: 3770 | HASH: 00000000ad75fa142127103d8b8eb4fcf5feade2b5c192592976395151cc028c | V_OBS: 00000eba | RESULT: CONFORMING
HEIGHT: 3771 | HASH: 00000000c8e5eec6850bb5062ae02d071516e67d208d99cd8d8d81407d1b9620 | V_OBS: 00000ebb | RESULT: CONFORMING
HEIGHT: 3772 | HASH: 00000000bbfd1be5271a5271a35cd23e79540d3978de240c3ba794482b1230f4 | V_OBS: 00000ebc | RESULT: CONFORMING
HEIGHT: 3773 | HASH: 000000004db7b13b44037d266fbeccc15cd1ab19a939334a32b81c94467cd741 | V_OBS: 00000ebd | RESULT: CONFORMING
HEIGHT: 3774 | HASH: 00000000c75aff232e664d1b701f10b0dea2117b0a3dc0798affcc9007d88387 | V_OBS: 00000ebe | RESULT: CONFORMING
HEIGHT: 3775 | HASH: 000000007de082a64f52e39a91d554d38443dccffd3f58407e697b8a09c207a4 | V_OBS: 00000ebf | RESULT: CONFORMING
HEIGHT: 3776 | HASH: 000000005e25e17097e7bd18de188d80485b86259725a8aea1d76eb8eafff1f3 | V_OBS: 00000ec0 | RESULT: CONFORMING
HEIGHT: 3777 | HASH: 000000002d74ebea1fcb876d10a89910389f67d09fbe90721aab5fbdae66369a | V_OBS: 00000ec1 | RESULT: CONFORMING
HEIGHT: 3778 | HASH: 000000003db458e536c995e4b99c12f37f2d39120f755d86825bfdca65db16ae | V_OBS: 00000ec2 | RESULT: CONFORMING
HEIGHT: 3779 | HASH: 000000007f739816cc822d08a4809806657b202ef4ac33506ec1df4e5b4b0c3b | V_OBS: 00000ec3 | RESULT: CONFORMING
HEIGHT: 3780 | HASH: 000000009b4f60f7fd591c5fcdf8c097f33ff74117b753bdafa1fbc428e86fa8 | V_OBS: 00000ec4 | RESULT: CONFORMING
HEIGHT: 3781 | HASH: 00000000f708177aefc755a55ee29bc6802bbffd7159ba1b4ea63f35002300e9 | V_OBS: 00000ec5 | RESULT: CONFORMING
HEIGHT: 3782 | HASH: 00000000abe065ea621ce5f9d16569c911af5ef58f7cd33e2b62cb92786b9c85 | V_OBS: 00000ec6 | RESULT: CONFORMING
HEIGHT: 3783 | HASH: 000000000b9f2dc935aa6ccfa4cbe80b85e8556498e183143bf5c7050afadf09 | V_OBS: 00000ec7 | RESULT: CONFORMING
HEIGHT: 3784 | HASH: 00000000b7cb88352ad4ab0c4a3370f156093e284c17dc442a8227ae9fb2d3ec | V_OBS: 00000ec8 | RESULT: CONFORMING
HEIGHT: 3785 | HASH: 00000000333cfcc109003299024374e3668d05d35a213dd29d5f15e8be796495 | V_OBS: 00000ec9 | RESULT: CONFORMING
HEIGHT: 3786 | HASH: 00000000eaf55ac04ce2dc30f5fd812270a3c45c6f2c5ef82ce2d69baa428e60 | V_OBS: 00000eca | RESULT: CONFORMING
HEIGHT: 3787 | HASH: 00000000f74f8c8b2c97fd71a7380d108a2eabae6fb7210938aad65f52e6a795 | V_OBS: 00000ecb | RESULT: CONFORMING
HEIGHT: 3788 | HASH: 000000001f2a64c4b7fac6a1bf4086a0d41c260f7593961eee5aec95796aa448 | V_OBS: 00000ecc | RESULT: CONFORMING
HEIGHT: 3789 | HASH: 00000000b64ab651ae6f854d168c65108836a78be8e9bbb4f1fbf02ef34e1a42 | V_OBS: 00000ecd | RESULT: CONFORMING
HEIGHT: 3790 | HASH: 00000000bbd6078f99a8e1488776065dd52fb039b774719a715d957479309b7b | V_OBS: 00000ece | RESULT: CONFORMING
HEIGHT: 3791 | HASH: 000000003753f4badca563c0af16f56f905fa699dfa3c85aeed40424c2ce42e9 | V_OBS: 00000ecf | RESULT: CONFORMING
HEIGHT: 3792 | HASH: 00000000d584e2a416a2eaab309981bf68c4a8b8bb762f7e8b0378b678cfbe09 | V_OBS: 00000ed0 | RESULT: CONFORMING
HEIGHT: 3793 | HASH: 000000000c536fdc0ac5151ebbf22aa61bbff230426644392116a454941aea77 | V_OBS: 00000ed1 | RESULT: CONFORMING
HEIGHT: 3794 | HASH: 00000000640eece5f790f4b5ee871ee537e59ef1a0040ca419cf41c986254050 | V_OBS: 00000ed2 | RESULT: CONFORMING
HEIGHT: 3795 | HASH: 000000005c656ade8b871122c183cd3786893624491f7669c6269409520d361c | V_OBS: 00000ed3 | RESULT: CONFORMING
HEIGHT: 3796 | HASH: 000000004a298b8647140e047a87cafa07dfbd49a1d240acbcca03373edf4682 | V_OBS: 00000ed4 | RESULT: CONFORMING
HEIGHT: 3797 | HASH: 000000003a4d489e3d7249958b1af0d88dddcbd09275f77d3476b1d257a3a306 | V_OBS: 00000ed5 | RESULT: CONFORMING
HEIGHT: 3798 | HASH: 00000000acd651fe3fa1417cfcd3c0b11e607484ea184d6cbf439eef566d8b64 | V_OBS: 00000ed6 | RESULT: CONFORMING
HEIGHT: 3799 | HASH: 000000007d95c7e92ded0f70a6768a799e4088dbcb5062291bd441aafe12a9b8 | V_OBS: 00000ed7 | RESULT: CONFORMING
HEIGHT: 3800 | HASH: 000000006816b6065ed874732efbf3acdefd48579bc3c23c30f0a73c52189eee | V_OBS: 00000ed8 | RESULT: CONFORMING
HEIGHT: 3801 | HASH: 00000000dee58282dbf459fb43682fc7ce5fa07de5a25e048e7cd4b0df9642ed | V_OBS: 00000ed9 | RESULT: CONFORMING
HEIGHT: 3802 | HASH: 00000000334e59959d20ec751fc241a874524544ce5c4bd7a782d908fc6b3aac | V_OBS: 00000eda | RESULT: CONFORMING
HEIGHT: 3803 | HASH: 000000006e9b603af98681319a27907bb997f0534a27c5550d3877c132e85d3c | V_OBS: 00000edb | RESULT: CONFORMING
HEIGHT: 3804 | HASH: 000000009ee3af5ea7ea8ee85e075922593ab3750bb21d03fce59e6dfb4e3e13 | V_OBS: 00000edc | RESULT: CONFORMING
HEIGHT: 3805 | HASH: 00000000d1d310706ae06c5ccb0151a3d044cf0dff0f1eee7aabc109248589e7 | V_OBS: 00000edd | RESULT: CONFORMING
HEIGHT: 3806 | HASH: 00000000ebbf2d091fd52dec024814025074753d14e1dac2476f6a828b1c9af2 | V_OBS: 00000ede | RESULT: CONFORMING
HEIGHT: 3807 | HASH: 00000000b4e7a7fc02f9d86ee5c7a60d102a59f7c7697e78e2a4b02c000a057a | V_OBS: 00000edf | RESULT: CONFORMING
HEIGHT: 3808 | HASH: 00000000252e9d29ec6a8f6d11ff55b25c7e5db9506bd13ed8d886b3d1ad5459 | V_OBS: 00000ee0 | RESULT: CONFORMING
HEIGHT: 3809 | HASH: 00000000b047d1ced5629369a954b0d239ce5b0d88140e2f68284da732021119 | V_OBS: 00000ee1 | RESULT: CONFORMING
HEIGHT: 3810 | HASH: 00000000e9c60a4fa207adf87cfad084f2e0446998f35d5c83beb07a3800ea39 | V_OBS: 00000ee2 | RESULT: CONFORMING
HEIGHT: 3811 | HASH: 000000006d9942ea579bd265c636b464cf80bb307a10f5424376ddb657cf245e | V_OBS: 00000ee3 | RESULT: CONFORMING
HEIGHT: 3812 | HASH: 00000000c32e4a420160e732b4fc2e3c53bbad8cdf80d24709a0f3f73e58725d | V_OBS: 00000ee4 | RESULT: CONFORMING
HEIGHT: 3813 | HASH: 0000000050cf246d2b77d5325d20f05522803e7d2cc7d9ac5c7d91c097aba8bc | V_OBS: 00000ee5 | RESULT: CONFORMING
HEIGHT: 3814 | HASH: 00000000a09a674bfd4f3a04ac227f0145d28040a30e92dc90ea90583b9ba127 | V_OBS: 00000ee6 | RESULT: CONFORMING
HEIGHT: 3815 | HASH: 000000001cfe23259c003824ea119b7954f5f10184e57ccffca06d1623fcc0c2 | V_OBS: 00000ee7 | RESULT: CONFORMING
HEIGHT: 3816 | HASH: 00000000b5e699fc7a57c15159c3b1d5160c37d48b7ad88403cf629699596a5f | V_OBS: 00000ee8 | RESULT: CONFORMING
HEIGHT: 3817 | HASH: 000000001276bc2cfb89b8fc7dfbdb791ee72ced45c77d6e4df8b472999216f7 | V_OBS: 00000ee9 | RESULT: CONFORMING
HEIGHT: 3818 | HASH: 000000007081681dd3715e9b23f82c5b6ef1ab6e61fd22c82cd0c6ea060c9dd1 | V_OBS: 00000eea | RESULT: CONFORMING
HEIGHT: 3819 | HASH: 00000000acf9f6ebab6e3c8e913d5fac5b6541c482c3c2c0cba9fc40669f9845 | V_OBS: 00000eeb | RESULT: CONFORMING
HEIGHT: 3820 | HASH: 00000000f4caacd10ea5edc779f670f1f521ae3f555cc396cf02d9249cf0033f | V_OBS: 00000eec | RESULT: CONFORMING
HEIGHT: 3821 | HASH: 0000000083140c0f83040684949120ebe523f9fa562d337810050845a7d3776c | V_OBS: 00000eed | RESULT: CONFORMING
HEIGHT: 3822 | HASH: 00000000eb340e54a805f64d0157ae815f1273712bc1e4b730e3801238cb8a81 | V_OBS: 00000eee | RESULT: CONFORMING
HEIGHT: 3823 | HASH: 0000000003e9d359d68aa287172e6af510209ff5e0193618ab57016e793fada9 | V_OBS: 00000eef | RESULT: CONFORMING
HEIGHT: 3824 | HASH: 000000000898011226e1c380dd1ecf0321f0088f6702684e594505db1d3f1bc9 | V_OBS: 00000ef0 | RESULT: CONFORMING
HEIGHT: 3825 | HASH: 000000005ed91b64c4149b0b89f57dac7e5691b181b67f0e2f1bea2c616157fe | V_OBS: 00000ef1 | RESULT: CONFORMING
HEIGHT: 3826 | HASH: 00000000b4bc3bf337ab2d6251bc239109736abb9a746bdfeab34fa8b1343ecb | V_OBS: 00000ef2 | RESULT: CONFORMING
HEIGHT: 3827 | HASH: 0000000024c3781e74a5f6fbedb4fd6bcec51574c4c1b07dae292b258587f32c | V_OBS: 00000ef3 | RESULT: CONFORMING
HEIGHT: 3828 | HASH: 0000000051b375f35c62c653fcf492c248b052f5299f4ed38e97d821005a24ac | V_OBS: 00000ef4 | RESULT: CONFORMING
HEIGHT: 3829 | HASH: 0000000076503e38724c565130e8c62c049ffcc046d9a5f005e4b361cb462651 | V_OBS: 00000ef5 | RESULT: CONFORMING
HEIGHT: 3830 | HASH: 00000000086f2d8017a3172d507ccb41aeabcf7c09a6391fec04707021930147 | V_OBS: 00000ef6 | RESULT: CONFORMING
HEIGHT: 3831 | HASH: 00000000f79fa8b6c63f7b69138f5b7b30aa4d0de8f5242841cf0af4e72bf810 | V_OBS: 00000ef7 | RESULT: CONFORMING
HEIGHT: 3832 | HASH: 000000004b3fedcfe9a82208d928cda98b3e32e5f8c2f39296d214a7be8ddec5 | V_OBS: 00000ef8 | RESULT: CONFORMING
HEIGHT: 3833 | HASH: 00000000c0fafed02d186a17107099380868c0994d8cb74a459ba2deb926cf05 | V_OBS: 00000ef9 | RESULT: CONFORMING
HEIGHT: 3834 | HASH: 00000000280067cfaee9b4465faa1d09eabc07523d1a4b6583baa95bcbae2f5a | V_OBS: 00000efa | RESULT: CONFORMING
HEIGHT: 3835 | HASH: 00000000744961be6d4c20e44cb42b32f895cd3cf5b69704802c1e07c789a78f | V_OBS: 00000efb | RESULT: CONFORMING
HEIGHT: 3836 | HASH: 000000000cd95b106d110c3401c758d4281c8c57b9f3c513a1408efad0054f1b | V_OBS: 00000efc | RESULT: CONFORMING
HEIGHT: 3837 | HASH: 00000000a4519b4019ffe07940b85120cdcb78d55a7396c1b370f0e50e9fb7eb | V_OBS: 00000efd | RESULT: CONFORMING
HEIGHT: 3838 | HASH: 0000000000d6cf78ca52e51c66d0e3f072d062583811303d1083de3b0e3fc3de | V_OBS: 00000efe | RESULT: CONFORMING
HEIGHT: 3839 | HASH: 000000008f64b579a4c572c27215be20af7620fda4fc57a79104ca49fa13e555 | V_OBS: 00000eff | RESULT: CONFORMING
HEIGHT: 3840 | HASH: 00000000987b369c154bb07e37a048f6a8f7e9d1a3528e8b61aece45f425a480 | V_OBS: 00000f00 | RESULT: NON-CONFORMING
